ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ck4q1shg3iwdc0847o18vbfkq,ck4n9465toawz0ao1h9ji81y9,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F98ab26d1-e118-7f75-c99a-b9e0ec22a195-Patch_121.jpg?Expires=1578782487683&KeyName=labelbox-assets-key-1&Signature=pM2LeFHXkeuw-kVzb0wGq0X4zNs,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1sgu90an60y7yfat8lfe1"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1sgv30an70y7yafy7nuo4"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.154,Patch_121.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1shg3iwdc0847o18vbfkq
ck4q1sjeettrf0a06r2yfdkun,ck4n9464xoamb0ao1acje5g1e,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F445bbde2-ed48-1405-086c-efff2f3ea3d9-Patch_25.jpg?Expires=1578782487683&KeyName=labelbox-assets-key-1&Signature=SJmSYRvgLIPkGI5_ELv00qr2BgE,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1sitg0bqz0x91hiw5n4pu"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1siua0br00x919qohgug7"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.793,Patch_25.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1sjeettrf0a06r2yfdkun
ck4q1slgm7ky508708jromvbn,ck4n9464zoapv0ao1bhe94pf3,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F5727aa87-6ac4-9aac-2c12-c80aeec9ded9-Patch_57.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=eXwINbKT1FRy8pMGVTIpdHak50o,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1skbm0an90y7y20w8nt08"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1skcf0ana0y7yvhzebepk"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.202,Patch_57.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1slgm7ky508708jromvbn
ck4q1smzd6v4q0921bwx3uwx3,ck4n94655oatf0ao17ixhaca9,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fa9bb6782-0e7a-05b0-82b7-152dcf0073bb-Patch_89.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=4gaQ93J5u4pU1dqV0tOzXV7AGww,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1smaw0br10x910myvggmo"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1smbu0br20x910lm6ltf8"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.058,Patch_89.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1smzd6v4q0921bwx3uwx3
ck4q1sog2iwep0847t0k76ac8,ck4n9465uoaxb0ao1belq7itt,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F4cfeb850-9f92-2322-e962-b482db9b0edd-Patch_124.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=H5KnVNXHSiWZN2qAjQUsmX9Blnc,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1snt50br30x916eci5pei"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1snty0br40x91b53gjot8"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.02,Patch_124.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1sog2iwep0847t0k76ac8
ck4q1sq3styrw0815b992mwxf,ck4n9464xoamn0ao15vijh6pf,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F314d7df2-5f97-5773-4620-b0de8e627217-Patch_28.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=Tn5awHNiDFWVbhgZAgiIsR5Lpic,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1sp9c0and0y7y22bjhrd7"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1spa20ane0y7yg04wn6u5"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.043,Patch_28.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1sq3styrw0815b992mwxf
ck4q1srr4qbuv0770n6ea5mai,ck4n94650oaq70ao12jak1shi,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F36728102-5b6a-a1ea-f6aa-93952d5c914a-Patch_60.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=B6Y2J4FfwJ1-59zUv227SOWbWMo,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1sr110anf0y7yl0t2xo3l"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1sr1t0ang0y7y1uttuleq"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.243,Patch_60.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1srr4qbuv0770n6ea5mai
ck4q1stmx6v630921a63lcrij,ck4n94655oatr0ao11euc3jxz,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F6cf3fdb9-37ee-2f45-2e85-b48754f8e2c8-Patch_92.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=fkSiV91U5qyp4ySKHcBYEt4BCjY,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1st060bw10y7j35wanx2x"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1st0y0bw20y7jr3ta12ke"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.607,Patch_92.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1stmx6v630921a63lcrij
ck4q1svfudqjy09833thbjnzb,ck4n94655oau30ao17t4u0rue,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F0c633c19-f520-f3d5-2002-80b216d278df-Patch_95.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=BGZDbqduWWQYl7fgKUx10vzqF-Q,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1suwg0ank0y7y02s5e06v"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1sux60anl0y7yhausbfa8"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.302,Patch_95.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1svfudqjy09833thbjnzb
ck4q1ujtbtyr808226ebk2fpb,ck4n9465uoaxn0ao1g4aeed12,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fd101cc7d-132c-90c8-f1b4-40f4440b7322-Patch_127.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=1fMT11C6VT9AkaK0B29uDUEfZaw,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1uj4h0anu0y7y8uoylfxa"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1uj5l0anv0y7y4yjj17nu"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,74.991,Patch_127.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1ujtbtyr808226ebk2fpb
ck4q1ulj8iwlz0847n6t4wuou,ck4n9464yoamz0ao1fhua7ny9,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Ff23a9162-09bb-0c67-a7e7-d692964522e9-Patch_31.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=JBIEKH3k9KaXcNMNKZSZfgXcAXQ,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1ukwg0br90x914ymtbcmm"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1ukx80bra0x91r0d88zsh"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.324,Patch_31.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1ulj8iwlz0847n6t4wuou
ck4q1un0piwmh0847pb2zv4iz,ck4n94650oaqj0ao139pkbprb,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fef1e04d1-665b-5cee-e9a2-03cca4e073c0-Patch_63.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=OCYidu8_0HBvbTt_iwWrfDb3wzY,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1umft0bw80y7jk9ziza66"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1umh00bw90y7jb64u3wnt"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.093,Patch_63.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1un0piwmh0847pb2zv4iz
ck4q1up0k7l8m0870apl6l0jm,ck4n94656oauf0ao12m0ia9tl,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F29640766-fda1-bc3f-bcf8-6683fe18a1d9-Patch_98.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=1vpTxThwnAkK-N3_PVGuO00rn5s,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1uodt0brc0x910j40bimy"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1uoes0brd0x91a1x2kkto"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.383,Patch_98.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1up0k7l8m0870apl6l0jm
ck4q1uqs06vd309219t9otrbn,ck4n9465uoaxz0ao12m77b96j,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F0b447fee-07fd-a6cd-d796-9fdbbf5ca6d4-Patch_130.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=ftPBiCdh-VoIA31qXMktFwwVgRI,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1upww0bwa0y7jjr6wvnol"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1upxo0bwb0y7j9ls342ag"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.142,Patch_130.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1uqs06vd309219t9otrbn
ck4q1usnaiwnb0847thtmpi8a,ck4n9464qoajr0ao1bh7f14qt,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fdbede2ab-9055-b8b3-16e1-3b5e466c3bc2-Patch_2.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=VbSMd-8w0UTcLNhWsEoSs_L9Ttg,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1us0x0brf0x914e5l6c25"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1us1n0brg0x91zidm5r4g"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.184,Patch_2.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1usnaiwnb0847thtmpi8a
ck4q1uu8xiwnx0847pc70z50v,ck4n9464yoanb0ao18x1zhb50,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fcb8ad37a-a519-7b9a-97ca-0c3502f70b39-Patch_34.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=vKmHA0mLn5s8wutAIzZ_MBLJZk4,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1utmg0any0y7y4pkftt3t"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1utn60anz0y7ybgdp78vn"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.142,Patch_34.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1uu8xiwnx0847pc70z50v
ck4q1uvuydqsc0983wl2yf5pc,ck4n94650oaqv0ao1czbmdtsc,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F9694a0fb-301b-9342-278d-7f0618bac7cb-Patch_66.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=yOAD_tdnQBGjQaOHSkR1xi9AwB4,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1uv7v0bri0x91bz24m79i"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1uv8n0brj0x91x84xn9tn"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.115,Patch_66.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1uvuydqsc0983wl2yf5pc
ck4q1uxuwqc3r0770p6x6j46j,ck4n94656oaur0ao1fv2rfn8d,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F44c97463-1696-a157-8a2e-6bbd0a885ede-Patch_101.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=8G-J0GvqdoqeH4RJz4P--4Z_wGk,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1ux800brk0x910c7unuh8"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1ux8s0brl0x91jukr0jea"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.357,Patch_101.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1uxuwqc3r0770p6x6j46j
ck4q1uzf3tyu60822favak8wf,ck4n9465voayb0ao17xygcptj,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F6843e821-01f1-3eef-9b51-320ede5db15c-Patch_133.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=TtTpYE9j84Gdl2WN9K2aKZQwc4s,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1uyqj0brm0x918n4es6po"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1uyrf0brn0x91uzmanpf7"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.055,Patch_133.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1uzf3tyu60822favak8wf
ck4q1v1aw6vfi0921xhiux2pm,ck4n9464qoak30ao19x8y8uiv,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F97d834ec-9819-db67-a80c-946f1fb57612-Patch_5.jpg?Expires=1578782487684&KeyName=labelbox-assets-key-1&Signature=Ju_8PS29RsBD-jr6e2lspA3Seqc,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1v0om0ao20y7ylictw9n6"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1v0pd0ao30y7ykw4q90ob"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.251,Patch_5.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1v1aw6vfi0921xhiux2pm
ck4q1v3jsqc5807709q8teerk,ck4n9464yoann0ao1bcuscyrx,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F92e7b759-02dc-cbaf-ddff-f61ae5fd4643-Patch_37.jpg?Expires=1578782487685&KeyName=labelbox-assets-key-1&Signature=TRYpS3GdcScYcwPxMU4PHGSwm-I,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1v2rj0bwi0y7jrs0k2k8b"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1v2sa0bwj0y7jics5zwfh"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.804,Patch_37.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1v3jsqc5807709q8teerk
ck4q1v5q6qc5z07705wko8q1j,ck4n94653oar70ao1366u40y0,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F75d0087d-71c7-9df8-cfb4-cf7ef370f6ac-Patch_69.jpg?Expires=1578782487685&KeyName=labelbox-assets-key-1&Signature=stCp38t9H3p2aw26X6-9SPWgMco,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1v4gn0ao40y7ywhcrkvyv"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1v4hg0ao50y7yattwqdbl"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.062,Patch_69.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1v5q6qc5z07705wko8q1j
ck4q1v7bstz1t0815ia1j5x25,ck4n94656oav30ao1dyk0b0q9,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F6f9740e6-b746-8793-0df6-0a50851169ae-Patch_104.jpg?Expires=1578782487685&KeyName=labelbox-assets-key-1&Signature=JYwPvB_w2u8qRlSjeTnVeRyTse0,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1v6nj0brp0x91ko77kggb"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1v6o90brq0x91xmgsk6zy"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.079,Patch_104.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1v7bstz1t0815ia1j5x25
ck4q1v8v9qc6s0770w3ky8sxz,ck4n9465voayn0ao172jhezr8,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Ff875f7ee-4e86-94c9-67b6-6080db6f2cdd-Patch_136.jpg?Expires=1578782487685&KeyName=labelbox-assets-key-1&Signature=KVnsv4RTo047Rddn2Gai0l_yU3o,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1v87k0bwl0y7jjxuom9g9"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1v88e0bwm0y7jo1mlta69"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.051,Patch_136.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1v8v9qc6s0770w3ky8sxz
ck4q1vagq6vhb0921myoidmvu,ck4n9464toakf0ao16d5g79ec,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F544606bb-5dfc-2ac5-f60c-548778cccc10-Patch_8.jpg?Expires=1578782487685&KeyName=labelbox-assets-key-1&Signature=IF8-GBceMq2aTTWTvBCC6oqAIAk,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1v9uw0brr0x91xuujfq22"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1v9w10brs0x91t4oafwll"",""schemaId"":""ck4n98gr557ms0815kecg6jui"",""title"":""Water"",""value"":""water""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.013,Patch_8.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1vagq6vhb0921myoidmvu
ck4q1vc7xtu380a06xgqmtis6,ck4n9464yoanz0ao13h0k2zv4,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2Fda52afda-b09f-0c2e-cc98-5a48e12b3dd9-Patch_40.jpg?Expires=1578782487685&KeyName=labelbox-assets-key-1&Signature=8-ih3qvpqwX8j60jaGpjTbutXxw,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1vbl10bwq0y7j6nc54u1c"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1vblw0bwr0y7jcclx6c20"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.426,Patch_40.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1vc7xtu380a06xgqmtis6
ck4q1ve8dqc810770if9z7uor,ck4n94654oarj0ao11hdc2153,https://storage.labelbox.com/ck4gto7i5atm90770c1de3m7r%2F50337773-7c03-29ec-ecfe-3fbac5ea4684-Patch_72.jpg?Expires=1578782487685&KeyName=labelbox-assets-key-1&Signature=iLEIWNFxHaovu1avMTJmjIFHhXY,"{""objects"":[],""classifications"":[{""featureId"":""ck4q1vd9n0ao80y7yl6zcob8b"",""schemaId"":""ck4n98guo1jfp0770zveb3dng"",""title"":""Classification Task between the Following Target Labels"",""value"":""classification_task_between_the_following_target_labels"",""answer"":{""featureId"":""ck4q1vdaj0ao90y7ybezhoy6u"",""schemaId"":""ck4n98gr557mr0815tlmx1oqd"",""title"":""Forest"",""value"":""forest""}}]}",mit41196@gmail.com,Corbett_Data,1.57757E+12,1.57757E+12,0.267,Patch_72.jpg,,,,,Corbett_1,[],https://editor.labelbox.com?project=ck4n93dk8io8z087080vlrts0&label=ck4q1ve8dqc810770if9z7uor
